name,salary_from,salary_to,salary_currency,area_name,published_at
"Токарь-расточник, г. Н.Новгород",120000.0,,RUR,Ульяновск,2022-12-16T09:19:45+0300
Фрезеровщик,100000.0,,RUR,Екатеринбург,2022-12-16T08:58:45+0300
Фрезеровщик,100000.0,,RUR,Нижний Тагил,2022-12-16T08:38:20+0300
Инженер по КИПиА,,,,Уфа,2022-12-16T08:10:12+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Саратов,2022-12-16T07:58:13+0300
Специалист технической поддержки 1С/ККМ/ЕГАИС (удалённо),,,,Краснодар,2022-12-16T09:19:20+0300
Инженер-электронщик (Инженер-программист ЧПУ),,120000.0,RUR,Пермь,2022-12-16T07:18:58+0300
IOS developer,,,,Москва,2022-12-16T09:59:49+0300
Ведущий продакт-менеджер,100000.0,150000.0,RUR,Новосибирск,2022-12-16T09:12:41+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Кострома,2022-12-16T07:55:19+0300
Токарь-расточник,105000.0,120000.0,RUR,Оренбург,2022-12-16T08:18:26+0300
Директор по логистике,120000.0,,RUR,Краснодар,2022-12-16T08:36:22+0300
Руководитель направления HR аналитики,100000.0,150000.0,RUR,Самара,2022-12-16T09:46:52+0300
Наладчик оборудования,,,,Санкт-Петербург,2022-12-16T09:35:43+0300
Инженер-разработчик ITSM систем,,,,Москва,2022-12-16T09:47:17+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Стерлитамак,2022-12-16T07:55:19+0300
Наладчик станков с ЧПУ (Ярославская область),115000.0,150000.0,RUR,Данилов,2022-12-16T07:48:19+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Химки,2022-12-16T07:55:16+0300
Токарь-расточник,105000.0,120000.0,RUR,Копейск,2022-12-16T08:18:26+0300
Программист,80000.0,120000.0,RUR,Уфа,2022-12-16T07:24:06+0300
Специалист Управления поддержки пользователей,35000.0,,RUR,Новокузнецк,2022-12-16T08:37:17+0300
Оператор ЧПУ,106000.0,,RUR,Екатеринбург,2022-12-16T08:21:06+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Владимир,2022-12-16T07:55:26+0300
Data Steward,,,,Москва,2022-12-16T09:48:40+0300
Токарь-расточник,105000.0,120000.0,RUR,Березовский (Свердловская область),2022-12-16T08:18:26+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Орехово-Зуево,2022-12-16T07:55:32+0300
Токарь-универсал,95000.0,,RUR,Чебоксары,2022-12-16T08:28:03+0300
Токарь-расточник,105000.0,120000.0,RUR,Троицк (Челябинская область),2022-12-16T08:18:26+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Ульяновск,2022-12-16T07:55:22+0300
Наладчик станков с ЧПУ (Ярославская область),115000.0,150000.0,RUR,Гаврилов-Ям,2022-12-16T07:48:19+0300
Специалист 1С ERP (удаленно),100000.0,,RUR,Нижний Новгород,2022-12-16T09:17:02+0300
"Токарь 16к20, Оборонка",115000.0,,RUR,Новочебоксарск,2022-12-16T09:58:35+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Липецк,2022-12-16T07:58:13+0300
Программист 1C Альфа-Авто,,,,Екатеринбург,2022-12-16T09:52:59+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Таганрог,2022-12-16T07:55:16+0300
"Токарь 16к20, Оборонка",115000.0,,RUR,Чебоксары,2022-12-16T09:58:34+0300
Оператор ЧПУ,106000.0,,RUR,Уфа,2022-12-16T08:21:06+0300
Главный механик,,,,Верхняя Пышма,2022-12-16T09:02:32+0300
"Токарь 16к20, Оборонка",115000.0,,RUR,Нижний Тагил,2022-12-16T09:58:34+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Ульяновск,2022-12-16T07:58:13+0300
Фрезеровщик,85000.0,,RUR,Екатериновка (Краснодарский край),2022-12-16T08:38:20+0300
"Фрезеровщик, г.Нижний Новгород",95000.0,,RUR,Владимир,2022-12-16T09:26:11+0300
Журналист,25000.0,,RUR,Нижний Тагил,2022-12-16T07:27:35+0300
Фрезеровщик,100000.0,,RUR,Верхняя Салда,2022-12-16T08:38:20+0300
Специалист технической поддержки,,95000.0,RUR,Москва,2022-12-16T08:52:55+0300
Начальник управления,50000.0,60000.0,RUR,Чайковский,2022-12-16T09:28:56+0300
Токарь-расточник,105000.0,120000.0,RUR,Ишимбай,2022-12-16T08:18:26+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Екатеринбург,2022-12-16T07:58:13+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Челябинск,2022-12-16T07:58:13+0300
"Фрезеровщик, г.Нижний Новгород",95000.0,,RUR,Иваново (Ивановская область),2022-12-16T09:26:11+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Сочи,2022-12-16T07:55:24+0300
Механик участка (Служба главного механика обогатительной фабрики),,,,Красноярск,2022-12-16T08:52:35+0300
Токарь-универсал,95000.0,,RUR,Тольятти,2022-12-16T08:28:03+0300
Токарь,100000.0,,RUR,Пермь,2022-12-16T08:30:27+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Владимир,2022-12-16T07:58:13+0300
"Фрезеровщик, г.Нижний Новгород",95000.0,,RUR,Ульяновск,2022-12-16T09:26:11+0300
Главный механик,,,,Санкт-Петербург,2022-12-16T08:52:58+0300
Senior product designer в крупнейшую HR TECH - платформу Росатома,,,,Москва,2022-12-16T09:46:05+0300
Токарь-универсал,95000.0,,RUR,Оренбург,2022-12-16T08:28:03+0300
"Токарь 16к20, Оборонка",115000.0,,RUR,Тамбов,2022-12-16T09:58:36+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Уфа,2022-12-16T07:58:13+0300
Токарь-универсал,95000.0,,RUR,Челябинск,2022-12-16T08:28:03+0300
"Токарь 16к20, Оборонка",115000.0,,RUR,Нижний Новгород,2022-12-16T09:58:34+0300
Главный механик,,,,Нижний Новгород,2022-12-16T09:30:09+0300
Наладчик станков с ЧПУ (Ярославская область),115000.0,150000.0,RUR,Кострома,2022-12-16T07:48:19+0300
Токарь (оборонный завод),75000.0,,RUR,Челябинск,2022-12-16T09:47:50+0300
Старший дизайнер продукта,,,,Москва,2022-12-16T09:34:35+0300
Контрольный механик - диспетчер,110000.0,,RUR,Барнаул,2022-12-16T07:00:57+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Иваново (Ивановская область),2022-12-16T07:58:13+0300
Бизнес-аналитик,,,,Смоленск,2022-12-16T09:44:35+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Севастополь,2022-12-16T07:55:24+0300
Консультант 1C,,,,Иваново (Ивановская область),2022-12-16T09:24:54+0300
Креативный UI/UX дизайнер,,,,Москва,2022-12-16T09:10:02+0300
Наладчик станков с ЧПУ (Ярославская область),115000.0,150000.0,RUR,Тутаев,2022-12-16T07:48:19+0300
Специалист технической поддержки,30000.0,,RUR,Саратов,2022-12-16T08:09:47+0300
Главный механик,,,,Пенза,2022-12-16T08:45:42+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Пятигорск,2022-12-16T07:55:17+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Бийск,2022-12-16T07:55:15+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Долгопрудный,2022-12-16T07:55:32+0300
Копирайтер-асессор в Поиск,,,,Екатеринбург,2022-12-16T07:55:20+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Калуга,2022-12-16T07:58:13+0300
Наладчик станков с ЧПУ (Ярославская область),115000.0,150000.0,RUR,Углич,2022-12-16T07:48:19+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Волгоград,2022-12-16T07:58:13+0300
Токарь-расточник,105000.0,120000.0,RUR,Озерск (Челябинская область),2022-12-16T08:18:26+0300
Фрезеровщик,100000.0,,RUR,Пермь,2022-12-16T08:38:20+0300
Оператор станков с ЧПУ на фрезерную группу,115000.0,,RUR,Ульяновск,2022-12-16T08:46:33+0300
Ведущий сервисный инженер,,,,Москва,2022-12-16T09:57:38+0300
Наладчик станков с ЧПУ (Ярославская область),115000.0,150000.0,RUR,Владимир,2022-12-16T07:48:19+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Волжский (Волгоградская область),2022-12-16T07:55:19+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Тамбов,2022-12-16T07:55:19+0300
Токарь-универсал,95000.0,,RUR,Воронеж,2022-12-16T08:28:03+0300
Токарь (Тамбовская область),100000.0,123000.0,RUR,Моршанск,2022-12-16T07:58:13+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Сергиев Посад,2022-12-16T07:55:30+0300
Оператор ЧПУ,106000.0,,RUR,Нижний Тагил,2022-12-16T08:21:06+0300
Ночной консультант технической поддержки,18000.0,45000.0,RUR,Астрахань,2022-12-16T07:55:26+0300
